"n","Green tot","Maximal tot","Cliques","Subgroups","Making graphs"
1, 1, 0, 0, 0, 0
2, 2, 10, 0, 4, 0
3, 2, 10, 0, 2, 1
4, 2, 17, 0, 5, 1
5, 2, 13, 0, 2, 2
6, 3, 22, 0, 6, 2
7, 4, 16, 0, 2, 2
8, 6, 23, 0, 4, 3
9, 12, 23, 0, 2, 2
10, 24, 28, 0, 4, 3
11, 48, 28, 0, 2, 3
12, 77, 34, 0, 4, 4
13, 207, 34, 0, 1, 4
14, 343, 44, 0, 4, 5
15, 931, 46, 0, 3, 4
16, 1637, 46, 0, 2, 5
17, 4641, 49, 0, 2, 5
18, 8311, 59, 0, 4, 6
19, 20872, 63, 0, 5, 6
20, 43488, 64, 0, 4, 6
21, 122080, 81, 0, 6, 7

